id_solicitante,id_solicitacao_emprestimo,id_historico_banco,id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,id_solicitacao_emprestimo,motivo,pontuacao,valor_total_solicitado,taxa_juros,possibilidade_inadimplencia,renda_percentual,id_historico_banco,inadiplencia_anteior,tempo_primeira_solicitacao
LWD4fqKB-Yrfj,7gy2kSyK-20fZ,04dHxNbw-Gt7l,LWD4fqKB-Yrfj,26,46000,Hipoteca,8,7gy2kSyK-20fZ,Pagamento_debitos,B,7000,9.99,1,0.15,04dHxNbw-Gt7l,N,4
NzHApq0s-P7Of,A8TABTs3-PsNA,nTuT8idv-F2jL,NzHApq0s-P7Of,40,83000,Hipoteca,7,A8TABTs3-PsNA,"Educativo ",B,2800,12.18,1,0.03,nTuT8idv-F2jL,N,13
CPQLLGId-3EL6,k0ohZHMG-ehQH,1a5pKn8a-2Urw,CPQLLGId-3EL6,22,37000,Aluguel,2,k0ohZHMG-ehQH,Melhora_lar,D,2500,17.49,1,0.07,1a5pKn8a-2Urw,N,3
0f4kqpKJ-Ipqs,Ujfw8w2s-BFRl,liXtMSX5-Mfa5,0f4kqpKJ-Ipqs,31,69000,Aluguel,1,Ujfw8w2s-BFRl,Pagamento_debitos,D,22000,13.67,1,0.32,liXtMSX5-Mfa5,S,7
RhQzk67X-HPm5,GTo49Xds-YfuI,23BYYUvS-Lrmt,RhQzk67X-HPm5,23,15000,Propria,4,GTo49Xds-YfuI,"Empreendimento ",B,4600,10.99,1,0.31,23BYYUvS-Lrmt,N,2
H7wNAEEJ-1ISN,yuJgxuE6-aeoM,u14BNxJD-itOU,H7wNAEEJ-1ISN,32,44004,Aluguel,2,yuJgxuE6-aeoM,Pagamento_debitos,F,5000,18.25,1,0.11,u14BNxJD-itOU,N,5
y4hPR1Lh-FO69,byp8Xgyn-yKBX,UkBb8z3S-GUCa,y4hPR1Lh-FO69,27,48000,Aluguel,2,byp8Xgyn-yKBX,Melhora_lar,A,4000,6.03,1,0.08,UkBb8z3S-GUCa,N,6
HLIRNcdC-1xtg,a7QrDuMf-tbai,oTxF6urt-iTA7,HLIRNcdC-1xtg,36,24168,Aluguel,2,a7QrDuMf-tbai,"Medico ",C,9925,13.06,1,0.41,oTxF6urt-iTA7,N,13
Cfwj73yK-7PIA,QcZ8Eaq6-IKU8,QHZpeFZs-NHH6,Cfwj73yK-7PIA,24,40000,Aluguel,4,QcZ8Eaq6-IKU8,"Medico ",A,14000,6.03,1,0.35,QHZpeFZs-NHH6,N,2
jc2EiPxO-DtJU,BKC0RP7U-GtWK,XUykbwGg-qdf9,jc2EiPxO-DtJU,26,77100,Aluguel,8,BKC0RP7U-GtWK,"Educativo ",B,35000,12.42,1,0.45,XUykbwGg-qdf9,N,3
8GMQ1WUF-WPc9,EFbopAdv-SGfr,5mzkiiSk-2dJG,8GMQ1WUF-WPc9,25,43633,Hipoteca,3,EFbopAdv-SGfr,Pagamento_debitos,D,9000,15.62,1,0.21,5mzkiiSk-2dJG,N,3
egDrZj0e-ctwv,N57L7WmD-P6ew,iJ23p7gy-xJYf,egDrZj0e-ctwv,24,80400,Hipoteca,8,N57L7WmD-P6ew,"Pessoal ",C,10000,11.66,1,0.12,iJ23p7gy-xJYf,N,2
BP994WvD-b8by,bu0iZDpc-YUjx,mJIrbvjo-5NtA,BP994WvD-b8by,24,88000,Hipoteca,5,bu0iZDpc-YUjx,Pagamento_debitos,E,24000,19.69,1,0.27,mJIrbvjo-5NtA,N,2
pMwsMDHR-aOTx,PqP1ejuL-Ki6o,Z47p22ls-rt6I,pMwsMDHR-aOTx,30,9600,Aluguel,1,PqP1ejuL-Ki6o,Pagamento_debitos,C,1500,12.73,1,0.16,Z47p22ls-rt6I,S,9
ZzjMu3Ax-Zn6U,5UehHITe-EICG,nMmTtwUf-MEoq,ZzjMu3Ax-Zn6U,40,52479,Aluguel,17,5UehHITe-EICG,"Pessoal ",D,6600,14.54,1,0.13,nMmTtwUf-MEoq,N,13
lWMbJKJZ-kuv0,PuFYLnvO-P02c,RAySGwMU-tsHU,lWMbJKJZ-kuv0,25,85584,Hipoteca,10,PuFYLnvO-P02c,Pagamento_debitos,E,24000,17.19,1,0.28,RAySGwMU-tsHU,S,2
hTFKIhFz-CdEg,JrZT7ikq-klWM,EKFFE68g-W6rG,hTFKIhFz-CdEg,25,73000,Aluguel,2,JrZT7ikq-klWM,"Empreendimento ",E,12000,NULL,1,0.16,EKFFE68g-W6rG,N,2
1kyLwKow-mqqO,5kpH1omu-JQcP,5x89styz-jN5i,1kyLwKow-mqqO,25,45600,Aluguel,3,5kpH1omu-JQcP,"Medico ",D,12250,14.84,1,0.27,5x89styz-jN5i,N,3
dYoE39RU-b55U,gTl9I4ZQ-qeTR,t3yheQ7t-dinf,dYoE39RU-b55U,22,86000,Hipoteca,7,gTl9I4ZQ-qeTR,"Educativo ",C,18000,13.48,1,0.21,t3yheQ7t-dinf,N,2
KjsADDPl-RTgN,z6qCuJaX-h9sZ,XPCNqZAx-fifc,KjsADDPl-RTgN,28,44000,Aluguel,9,z6qCuJaX-h9sZ,"Empreendimento ",C,1000,14.17,1,0.02,XPCNqZAx-fifc,N,9
MCTnkovx-OkZI,wQFS87yA-69IY,1BNbfBPb-9no0,MCTnkovx-OkZI,26,59600,Hipoteca,9,wQFS87yA-69IY,"Empreendimento ",E,21000,16.45,1,0.35,1BNbfBPb-9no0,N,2
Z75Y8vW5-jIcu,jDDx6Rxb-HANc,S1kvkeCU-qLIz,Z75Y8vW5-jIcu,32,78500,Aluguel,4,jDDx6Rxb-HANc,"Educativo ",B,15000,NULL,1,0.19,S1kvkeCU-qLIz,N,7
4T3u1PXw-ieGm,Nu22nmrQ-AwsS,rgWe7HGl-RQaM,4T3u1PXw-ieGm,23,56500,Aluguel,7,Nu22nmrQ-AwsS,Pagamento_debitos,D,3000,14.84,1,0.05,rgWe7HGl-RQaM,S,3
UerqNoSL-Hqkx,6vjhZAF9-BWns,zBFRqmhp-ZKKX,UerqNoSL-Hqkx,42,13200,Aluguel,4,6vjhZAF9-BWns,Pagamento_debitos,C,2500,NULL,1,0.19,zBFRqmhp-ZKKX,S,14
wfoF4hsy-sPIH,yI3nJJWF-1GpQ,gXsECNoE-7d2r,wfoF4hsy-sPIH,32,40277,Aluguel,5,yI3nJJWF-1GpQ,"Medico ",B,15000,11.71,1,0.37,gXsECNoE-7d2r,N,8
SUCPb6aY-QZw1,51RW6fOw-FU0v,az7Awumg-ZUPg,SUCPb6aY-QZw1,34,30636,Aluguel,4,51RW6fOw-FU0v,Pagamento_debitos,B,10000,10.37,1,0.33,az7Awumg-ZUPg,N,10
ME0HheTt-cgFs,A0iQLQmM-mhUg,x26XMF1A-i2hy,ME0HheTt-cgFs,22,88000,Aluguel,6,A0iQLQmM-mhUg,Pagamento_debitos,D,25000,15.58,1,0.28,x26XMF1A-i2hy,S,2
afUGYAJA-8THN,Xtexq4d0-pd79,SY92sdBq-Xz1c,afUGYAJA-8THN,23,72250,Hipoteca,7,Xtexq4d0-pd79,"Medico ",D,35000,15.99,1,0.41,SY92sdBq-Xz1c,N,2
pHMe94rs-JfyL,Hz13AvI9-vnOK,Eq07hbpN-lpMf,pHMe94rs-JfyL,32,60000,Aluguel,5,Hz13AvI9-vnOK,"Empreendimento ",B,18800,9.99,1,0.31,Eq07hbpN-lpMf,N,7
g8P9eB38-v1bs,57p1yG6N-81si,ErsQCbdr-Uvko,g8P9eB38-v1bs,32,32004,Aluguel,10,57p1yG6N-81si,Pagamento_debitos,C,10400,15.27,1,0.32,ErsQCbdr-Uvko,N,9
742P2kiF-vDy2,Cr954EpI-O5eu,kyoIncDE-xCIx,742P2kiF-vDy2,26,16000,Aluguel,1,Cr954EpI-O5eu,"Empreendimento ",D,2450,NULL,1,0.15,kyoIncDE-xCIx,S,2
KR2yvjwf-d3dW,IL8PiEfC-8z2m,Gw1DWC08-tKge,KR2yvjwf-d3dW,25,66143,Aluguel,9,IL8PiEfC-8z2m,"Educativo ",A,24000,6.99,1,0.36,Gw1DWC08-tKge,N,3
ySGnK6Kf-wGSh,crTzPL6G-ER3c,iMIm07tx-6s0C,ySGnK6Kf-wGSh,25,39000,Aluguel,3,crTzPL6G-ER3c,Melhora_lar,A,2000,7.66,1,0.05,iMIm07tx-6s0C,N,4
EFjRdEU4-OUlf,ySGKI5d0-4IcM,6198aGbx-bkdh,EFjRdEU4-OUlf,23,60000,Aluguel,7,ySGKI5d0-4IcM,Pagamento_debitos,B,25000,10.25,1,0.42,6198aGbx-bkdh,N,2
SwH8aOdB-mDks,3RHWP134-PBF9,TMwsDhfF-KneY,SwH8aOdB-mDks,29,59000,Aluguel,3,3RHWP134-PBF9,Melhora_lar,B,7500,9.99,1,0.13,TMwsDhfF-KneY,N,8
pG4y0DNB-Uto7,erbGMSdT-RB1S,71c2s5i8-n9E7,pG4y0DNB-Uto7,26,66000,Hipoteca,2,erbGMSdT-RB1S,Melhora_lar,D,12000,NULL,1,0.18,71c2s5i8-n9E7,N,3
B33sgWqu-praF,8bv9ccLd-PaN2,v9wQaOoA-B09R,B33sgWqu-praF,22,44004,Hipoteca,3,8bv9ccLd-PaN2,"Educativo ",D,9000,14.11,1,0.2,v9wQaOoA-B09R,N,4
2L5nUmdc-8H1a,mYjCc8ks-tnrq,63PyS9DD-bUUL,2L5nUmdc-8H1a,44,35000,Aluguel,4,mYjCc8ks-tnrq,Pagamento_debitos,B,10825,10.65,1,0.31,63PyS9DD-bUUL,N,12
7AezrqOq-1xY5,SdEpLfOQ-xxsA,iNzAdlEW-rrti,7AezrqOq-1xY5,38,27600,Aluguel,3,SdEpLfOQ-xxsA,"Medico ",D,5000,14.59,1,0.18,iNzAdlEW-rrti,S,16
Zj7Len04-sJOM,4jNSP9cZ-qPhI,kmsEXjPr-ZfoU,Zj7Len04-sJOM,31,50000,Aluguel,13,4jNSP9cZ-qPhI,Pagamento_debitos,D,8000,14.09,1,0.16,kmsEXjPr-ZfoU,S,8
Fznbjia2-2nh6,5EeTJlXg-JtZr,bPABDDCP-OWM9,Fznbjia2-2nh6,24,33996,Aluguel,1,5EeTJlXg-JtZr,"Educativo ",E,9000,16,1,0.26,bPABDDCP-OWM9,S,2
guv1HXdS-gvCB,o6HjCfkq-hguu,K1mBdx69-CY7W,guv1HXdS-gvCB,27,61200,Hipoteca,3,o6HjCfkq-hguu,"Medico ",A,13000,8.49,1,0.18,K1mBdx69-CY7W,N,10
UpY0J5re-StBH,HLL1pMIn-Bz4e,i3aoca5K-GnsE,UpY0J5re-StBH,35,44000,Aluguel,3,HLL1pMIn-Bz4e,"Pessoal ",E,5000,16.95,1,0.11,i3aoca5K-GnsE,S,9
3iEW4gfU-wQAv,avki3EuO-U8xX,dYbZs8tO-2JCu,3iEW4gfU-wQAv,31,74000,Hipoteca,13,avki3EuO-U8xX,"Empreendimento ",C,1500,12.68,1,0.02,dYbZs8tO-2JCu,N,10
7Oj8Xtat-oQpx,a3cJ54Ed-GQ2a,RBlt2bMw-IHzx,7Oj8Xtat-oQpx,28,46000,Aluguel,3,a3cJ54Ed-GQ2a,Pagamento_debitos,E,9000,17.56,1,0.2,RBlt2bMw-IHzx,S,7
WXlHUkcs-n2yW,NGZm9oM7-LtI7,T6YMzFmX-vbG9,WXlHUkcs-n2yW,22,44000,Hipoteca,6,NGZm9oM7-LtI7,"Empreendimento ",D,6400,15.99,1,0.15,T6YMzFmX-vbG9,S,2
KXHOntxO-DEic,ZOnUddtv-Ecql,ALQC32Rc-m1gn,KXHOntxO-DEic,41,34560,Aluguel,8,ZOnUddtv-Ecql,Pagamento_debitos,D,7550,16.89,1,0.22,ALQC32Rc-m1gn,N,14
zMdjRruT-GUba,HTQrxxpl-EUwo,6PtIOzw1-zEdu,zMdjRruT-GUba,37,44004,Aluguel,2,HTQrxxpl-EUwo,"Pessoal ",C,9200,12.84,1,0.21,6PtIOzw1-zEdu,N,13
1RMIbIlG-NUYK,FAdZK3Zt-LHcp,ZSD1g55v-vz2f,1RMIbIlG-NUYK,28,49861,Aluguel,2,FAdZK3Zt-LHcp,"Medico ",C,25000,13.11,1,0.5,ZSD1g55v-vz2f,S,7
oRyIuaFB-oIAC,1Tk6zOPX-i7j2,zvhRqtHS-IDJx,oRyIuaFB-oIAC,26,74000,Hipoteca,8,1Tk6zOPX-i7j2,"Educativo ",B,15000,9.91,1,0.2,zvhRqtHS-IDJx,N,3
oHi3aLmt-QE1P,qUwNHuD1-JiLE,95TIe3ew-tiTO,oHi3aLmt-QE1P,34,62900,Hipoteca,11,qUwNHuD1-JiLE,"Medico ",A,18000,8.94,1,0.24,95TIe3ew-tiTO,N,5
lHgTKClK-RweS,g6oZWqfw-5oml,ERzx9nME-qQ0D,lHgTKClK-RweS,25,39000,Aluguel,1,g6oZWqfw-5oml,Melhora_lar,E,16050,17.14,1,0.41,ERzx9nME-qQ0D,S,3
56N9OCEy-PmBv,CF0AoZWD-D2PY,0vZ3EB3S-rStT,56N9OCEy-PmBv,33,36000,Aluguel,5,CF0AoZWD-D2PY,"Pessoal ",B,5600,11.99,1,0.16,0vZ3EB3S-rStT,N,7
BOvWAfDz-CDHa,q0xTHeUi-eyaz,PqQPZ9p5-Ox1X,BOvWAfDz-CDHa,26,34320,Aluguel,2,q0xTHeUi-eyaz,"Educativo ",A,9000,6.62,1,0.26,PqQPZ9p5-Ox1X,N,2
PjUX1ztq-uAx9,J4FgsdDg-uxqX,92AwYjiH-0QCs,PjUX1ztq-uAx9,22,34404,Aluguel,2,J4FgsdDg-uxqX,Pagamento_debitos,D,7500,15.05,1,0.22,92AwYjiH-0QCs,S,2
pShnHU3d-zMSH,g5v32Jip-R6Y9,UcFfRWza-PuaM,pShnHU3d-zMSH,22,43600,Hipoteca,4,g5v32Jip-R6Y9,Pagamento_debitos,D,10000,14.96,1,0.23,UcFfRWza-PuaM,N,2
XnTAv8M8-yGwU,QkH3QAkT-a32f,cverlhwc-qeyX,XnTAv8M8-yGwU,30,54000,Aluguel,1,QkH3QAkT-a32f,"Educativo ",E,16000,17.99,1,0.3,cverlhwc-qeyX,S,10
BXDmZlzI-hCfA,hTF38CQA-KfCY,tBbY8DAB-6LKH,BXDmZlzI-hCfA,35,38760,Aluguel,2,hTF38CQA-KfCY,"Medico ",F,8000,18.09,1,0.21,tBbY8DAB-6LKH,S,7
q6kvcxFH-pfd8,IGyUM4cv-CskH,GxGoptNW-00x8,q6kvcxFH-pfd8,22,48500,Aluguel,1,IGyUM4cv-CskH,"Empreendimento ",B,20000,11.36,1,0.41,GxGoptNW-00x8,N,4
KASvHwWA-jsur,f16SIr0O-QJhd,KZuocLns-qau0,KASvHwWA-jsur,23,26400,Aluguel,3,f16SIr0O-QJhd,Pagamento_debitos,C,1200,14.35,1,0.05,KZuocLns-qau0,S,4
eNJ3kKhL-SF5g,q7j4wloc-2MG1,YZSx4gA6-rYmG,eNJ3kKhL-SF5g,24,39000,Hipoteca,3,q7j4wloc-2MG1,Pagamento_debitos,D,4150,17.58,1,0.11,YZSx4gA6-rYmG,S,2
4L017dhj-zjd4,KuhT8MW0-tzFK,cl9dz1Js-QsyH,4L017dhj-zjd4,24,44000,Hipoteca,NULL,KuhT8MW0-tzFK,"Medico ",B,5000,11.99,1,0.11,cl9dz1Js-QsyH,N,3
1SiDLMTc-8xfw,PlOxEH7l-Rcdk,1H56TEta-fzFP,1SiDLMTc-8xfw,26,45000,Aluguel,10,PlOxEH7l-Rcdk,Pagamento_debitos,A,15000,7.29,1,0.33,1H56TEta-fzFP,N,4
DXarql1B-lhXg,YnWyZCUJ-Qpay,ft6vxoxr-QY7C,DXarql1B-lhXg,21,31680,Aluguel,5,YnWyZCUJ-Qpay,"Empreendimento ",C,15000,12.61,1,0.47,ft6vxoxr-QY7C,S,2
uCSzWofh-TCTH,a2fGoxfW-y2Hm,2oqzc1GT-rEL0,uCSzWofh-TCTH,29,18000,Aluguel,5,a2fGoxfW-y2Hm,Melhora_lar,B,5375,12.69,1,0.3,2oqzc1GT-rEL0,N,9
nteG9fM8-TtDF,dqkACUAx-NAmy,CRqBQhkH-DDSH,nteG9fM8-TtDF,22,19200,Aluguel,6,dqkACUAx-NAmy,"Pessoal ",B,4400,11.49,1,0.23,CRqBQhkH-DDSH,N,2
vHeTDKsr-JzaR,8CtbWpOM-LUM9,k6iDNKve-q8qz,vHeTDKsr-JzaR,25,133000,Hipoteca,8,8CtbWpOM-LUM9,Pagamento_debitos,F,3000,17.9,1,0.02,k6iDNKve-q8qz,S,2
WqLJrtiu-NWgM,jRul0P2g-zky4,cALnmHnW-3Jcz,WqLJrtiu-NWgM,22,85992,Hipoteca,6,jRul0P2g-zky4,Pagamento_debitos,D,3500,14.74,1,0.04,cALnmHnW-3Jcz,S,3
hspjFhNQ-NKdS,QQkMedQL-MEnl,Eg6gYFw8-vKAs,hspjFhNQ-NKdS,24,32000,Aluguel,4,QQkMedQL-MEnl,Melhora_lar,B,12800,12.42,1,0.4,Eg6gYFw8-vKAs,N,3
qkxnyxoo-msOq,oIejMTNf-DpPi,F5kpzNr6-M7sL,qkxnyxoo-msOq,22,NULL,Hipoteca,NULL,oIejMTNf-DpPi,"Pessoal ",B,2000,13.8,1,0.06,F5kpzNr6-M7sL,N,2
MYu1CMWu-QDw0,P0qEX5n0-aS3K,TBAcLhi7-QXl3,MYu1CMWu-QDw0,27,44000,Aluguel,1,P0qEX5n0-aS3K,"Empreendimento ",D,5000,16.89,1,0.11,TBAcLhi7-QXl3,S,10
quqIf4nM-Rxrq,o0vf0s6i-hzzU,efTR9iEN-bkdi,quqIf4nM-Rxrq,32,56000,Aluguel,1,o0vf0s6i-hzzU,"Medico ",D,9000,15.05,1,0.16,efTR9iEN-bkdi,S,6
qPPg57lv-hUtO,lKl2Xjna-AYsP,df3RJYFw-2tvy,qPPg57lv-hUtO,22,18700,Aluguel,3,lKl2Xjna-AYsP,"Educativo ",A,3600,8.9,1,0.19,df3RJYFw-2tvy,N,4
h9t1ka0W-hADu,hW4nxmu3-TGi9,NKYZZLbC-tXFL,h9t1ka0W-hADu,24,70000,Hipoteca,2,hW4nxmu3-TGi9,Melhora_lar,A,NULL,12.99,NULL,0.29,NKYZZLbC-tXFL,N,3
uiynvhGC-FteG,DcmOojFw-fdnU,54ykyP7X-kIFL,uiynvhGC-FteG,28,12000,Propria,NULL,DcmOojFw-fdnU,"Medico ",B,2000,10.75,1,0.17,54ykyP7X-kIFL,N,6
A50QLHNw-sioZ,1Bv9tO3Z-mxgZ,3fksO6AD-SrYZ,A50QLHNw-sioZ,32,25000,Outros,3,1Bv9tO3Z-mxgZ,Pagamento_debitos,A,11200,7.88,1,0.45,3fksO6AD-SrYZ,N,5
YxRYgne9-CjwE,b9Sohwac-N5yL,Yh4rjGSM-o4aL,YxRYgne9-CjwE,24,19200,Hipoteca,NULL,b9Sohwac-N5yL,Melhora_lar,A,7000,5.99,1,0.36,Yh4rjGSM-o4aL,N,4
D1ZH8tHo-hdG8,oYhzkQE2-g4cB,vyzY9O9Z-a4GL,D1ZH8tHo-hdG8,29,14400,Aluguel,3,oYhzkQE2-g4cB,"Educativo ",D,1000,16.32,1,0.07,vyzY9O9Z-a4GL,S,8
cF7X84Dt-wT6i,M8ZB2pbw-7XrN,8HPBFAYs-vU49,cF7X84Dt-wT6i,24,39875,Aluguel,7,M8ZB2pbw-7XrN,"Pessoal ",D,13300,16,1,0.33,8HPBFAYs-vU49,S,4
dFTySiJq-qNIH,kvDwn9M0-jEfG,eet72Cdb-HlS1,dFTySiJq-qNIH,30,49000,Propria,NULL,kvDwn9M0-jEfG,"Medico ",A,12000,14.27,NULL,0.16,eet72Cdb-HlS1,S,2
NzsjcEnb-M4Ck,Yigun4n2-xXpQ,oD4S5Hcb-oRMl,NzsjcEnb-M4Ck,24,54000,Aluguel,5,Yigun4n2-xXpQ,"Empreendimento ",C,21600,13.49,1,0.4,oD4S5Hcb-oRMl,N,2
xasAeOAF-n5Gs,3fL78seR-dK2J,cMoMqUhX-qByE,xasAeOAF-n5Gs,38,40000,Aluguel,4,3fL78seR-dK2J,"Educativo ",B,18225,12.42,1,0.46,cMoMqUhX-qByE,N,17
MZ0cd5Xa-WIqu,srpn4mxK-zCYL,QtvogXxk-8uaD,MZ0cd5Xa-WIqu,25,37700,Hipoteca,7,srpn4mxK-zCYL,"Educativo ",B,9000,11.58,1,0.24,QtvogXxk-8uaD,N,2
9er6jenm-yK30,ITgzi8YU-YRys,W4LWX9ld-XmKG,9er6jenm-yK30,28,69000,Aluguel,1,ITgzi8YU-YRys,"Empreendimento ",D,12000,14.46,1,0.17,W4LWX9ld-XmKG,N,9
RWMjKKFZ-HoOg,hnI6L3cW-eIvm,4qv2yeEi-JaU7,RWMjKKFZ-HoOg,22,44000,Aluguel,2,hnI6L3cW-eIvm,"Empreendimento ",D,10000,15.58,1,0.23,4qv2yeEi-JaU7,N,3
bqd2T7x4-wXZR,udh0h5Xn-a8Zy,Lb0HvyAU-9yNw,bqd2T7x4-wXZR,36,171870,Hipoteca,4,udh0h5Xn-a8Zy,"Medico ",D,9400,15.62,1,0.05,Lb0HvyAU-9yNw,S,11
xbiymZaK-LlCl,BqWaLRJM-fpv4,0y7L61U3-1inS,xbiymZaK-LlCl,22,70000,Aluguel,3,BqWaLRJM-fpv4,"Educativo ",B,22000,11.36,1,0.31,0y7L61U3-1inS,N,4
KK5IiYRi-Ks9j,eUyA1Gcg-hNM1,a77oyz7a-mpdT,KK5IiYRi-Ks9j,26,39900,Aluguel,1,eUyA1Gcg-hNM1,Pagamento_debitos,B,14000,10.37,1,0.35,a77oyz7a-mpdT,N,3
d10HdjX9-xlsy,Y35IUP7q-3ApP,6E2FlXRc-5h6X,d10HdjX9-xlsy,24,41000,Aluguel,4,Y35IUP7q-3ApP,"Medico ",C,15600,12.87,1,0.38,6E2FlXRc-5h6X,S,3
yR8jTlwO-iO5o,XOCEfFBJ-sAkU,XLRd6uOB-7fhD,yR8jTlwO-iO5o,35,123000,Aluguel,2,XOCEfFBJ-sAkU,Melhora_lar,E,25000,17.19,1,0.2,XLRd6uOB-7fhD,N,6
kLroLzmr-dlfN,f0IZmW8o-FYMm,Tu3OvWda-pKiQ,kLroLzmr-dlfN,24,30000,Aluguel,1,f0IZmW8o-FYMm,"Empreendimento ",C,9500,13.92,1,0.32,Tu3OvWda-pKiQ,N,2
20tvM7fX-6NGi,bkvtE3O1-xMNU,o8zzElvX-qaMz,20tvM7fX-6NGi,28,56100,Aluguel,9,bkvtE3O1-xMNU,"Medico ",D,20000,14.59,1,0.3,o8zzElvX-qaMz,S,5
pB5rAN48-2B0p,UXGCKLhW-fXfi,DxKh4dYh-w2we,pB5rAN48-2B0p,26,36000,Aluguel,NULL,UXGCKLhW-fXfi,"Medico ",C,7000,13.98,1,0.19,DxKh4dYh-w2we,S,2
WAnsdxUY-LQAr,14qiCwYB-1lMd,KMSIwp2i-ylBZ,WAnsdxUY-LQAr,25,44000,Hipoteca,9,14qiCwYB-1lMd,Pagamento_debitos,D,15000,NULL,1,0.34,KMSIwp2i-ylBZ,S,2
XCbrgYym-8vBz,OgzHs8n2-nLyG,EoQ6W7UM-uMAp,XCbrgYym-8vBz,25,48996,Aluguel,9,OgzHs8n2-nLyG,"Medico ",D,10000,14.54,1,0.2,EoQ6W7UM-uMAp,S,2
d97x29ws-xw5g,tXG3NRfh-7Zh7,pGnefx0u-qxEr,d97x29ws-xw5g,24,49600,Hipoteca,NULL,tXG3NRfh-7Zh7,Melhora_lar,A,NULL,16.82,1,0.1,pGnefx0u-qxEr,S,24
FCZl3tlz-1Epo,wFgC4wMg-CuaL,uxuIdTUA-awp2,FCZl3tlz-1Epo,23,86000,Hipoteca,7,wFgC4wMg-CuaL,Pagamento_debitos,D,4800,16,1,0.06,uxuIdTUA-awp2,S,3
LX1aKsbE-BwZQ,n6njHBGy-nmHv,W0nqhev0-DooJ,LX1aKsbE-BwZQ,28,29000,Hipoteca,6,n6njHBGy-nmHv,Pagamento_debitos,C,5600,NULL,1,0.19,W0nqhev0-DooJ,N,5
yAGCgGEB-pbTD,K07zQGZI-A7EN,rDmcRg4d-NDTD,yAGCgGEB-pbTD,25,48996,Hipoteca,8,K07zQGZI-A7EN,"Pessoal ",B,5000,9.88,1,0.1,rDmcRg4d-NDTD,N,2
2IEaY2jy-aTF5,NQ73uyKS-dMek,dgo4Tpxo-cd6K,2IEaY2jy-aTF5,26,15600,Aluguel,5,NQ73uyKS-dMek,Pagamento_debitos,A,5000,5.99,1,0.32,dgo4Tpxo-cd6K,N,3
JnpGIexh-eQtO,juhPuMPD-XIs7,yJigAuOm-zGub,JnpGIexh-eQtO,31,36000,Aluguel,2,juhPuMPD-XIs7,"Empreendimento ",D,2800,16,1,0.08,yJigAuOm-zGub,N,9
1MEtjDqu-a02x,D47ArNkP-AG5L,YNaWsk6G-cUvm,1MEtjDqu-a02x,33,21600,Aluguel,3,D47ArNkP-AG5L,"Pessoal ",B,10000,12.53,1,0.46,YNaWsk6G-cUvm,N,7
lpY4JW0f-5euU,KSnhkaEl-pxav,Zn7IwBPx-h5Dv,lpY4JW0f-5euU,24,34000,Aluguel,3,KSnhkaEl-pxav,"Pessoal ",D,10800,14.42,1,0.32,Zn7IwBPx-h5Dv,S,4
PM7gwE7F-Rqtc,Pw4qidD0-Fytp,mB756nyv-6oR2,PM7gwE7F-Rqtc,23,39000,Aluguel,3,Pw4qidD0-Fytp,Pagamento_debitos,D,5000,15.37,1,0.13,mB756nyv-6oR2,S,4
1cj2ZoP0-LxF7,ues49TGd-YQCZ,iRcBibEh-H1Wd,1cj2ZoP0-LxF7,22,30000,Aluguel,2,ues49TGd-YQCZ,Pagamento_debitos,D,5000,14.54,1,0.17,iRcBibEh-H1Wd,N,4
UobbUKGT-qOpj,5Oe1SQvj-SFPM,zzuXGYRs-Wbck,UobbUKGT-qOpj,22,36614,Aluguel,5,5Oe1SQvj-SFPM,"Medico ",B,7000,9.99,1,0.19,zzuXGYRs-Wbck,N,4
K1HuKNWB-Dh1i,NbhsuP54-fgEe,GLLwP8XP-TynP,K1HuKNWB-Dh1i,41,45600,Aluguel,18,NbhsuP54-fgEe,"Medico ",A,NULL,11.36,NULL,0.25,GLLwP8XP-TynP,N,5
q5QcoxFH-rCf2,uu1xkIpb-8Gg2,LcSh2Rdp-9drz,q5QcoxFH-rCf2,22,21600,Aluguel,3,uu1xkIpb-8Gg2,"Medico ",B,8000,11.49,1,0.37,LcSh2Rdp-9drz,N,3
Hep71R6m-axSe,JTCswFHL-o0Jf,3xP268su-L00n,Hep71R6m-axSe,24,138000,Aluguel,2,JTCswFHL-o0Jf,"Empreendimento ",D,20000,15.99,1,0.14,3xP268su-L00n,S,3
OTKMKWZn-q2i6,ykdIIRt0-Ru6t,OevCTq5r-MLp5,OTKMKWZn-q2i6,24,50000,Aluguel,4,ykdIIRt0-Ru6t,"Empreendimento ",A,18000,7.9,1,0.36,OevCTq5r-MLp5,N,4
sUjhXo0a-F37t,mnmvecRZ-GqZH,770PQir3-loKi,sUjhXo0a-F37t,22,26500,Aluguel,3,mnmvecRZ-GqZH,Pagamento_debitos,A,1900,7.29,1,0.07,770PQir3-loKi,N,3
BcmxIzL2-0uYc,miLjAUTT-LNfY,BjfSJIdT-ecEH,BcmxIzL2-0uYc,23,24000,Aluguel,4,miLjAUTT-LNfY,"Educativo ",C,12250,13.16,1,0.51,BjfSJIdT-ecEH,N,3
SyvdU4je-68hJ,Nd5LU2qT-F1hM,ZE1bD28F-Onjh,SyvdU4je-68hJ,23,67000,Aluguel,3,Nd5LU2qT-F1hM,"Educativo ",A,25000,7.9,1,0.37,ZE1bD28F-Onjh,N,4
